pais;codigo;continente;ano;expectativa_vida;pib_per_capita;populacao
Hungary;HUN;Europe;2008;74;20380,63086;10023508
Iceland;ISL;Europe;2008;81,4;40810,23047;317722
India;IND;Asia;2008;66,1;4030,654297;1206734848
Indonesia;IDN;Asia;2008;68,2;7633,166016;237936544
Iran;IRN;Asia;2008;72,6;15739,98438;73318400
Iraq;IRQ;Asia;2008;64,9;8587,264648;29218384
Ireland;IRL;Europe;2008;79,8;49583,14063;4452393
Israel;ISR;Asia;2008;81,1;27857,61914;7074530
Italy;ITA;Europe;2008;81,6;35942,9375;59224228
Jamaica;JAM;North America;2008;71,6;7353,106934;2711378
Japan;JPN;Asia;2008;82,6;35496,22656;128077632
Jordan;JOR;Asia;2008;73,6;11378,25586;6632880
Kenya;KEN;Africa;2008;59,6;2357,232422;39186896
Kuwait;KWT;Asia;2008;77,1;75138,11719;2650941
Laos;LAO;Asia;2008;62,6;3614,476807;6135863
Lebanon;LBN;Asia;2008;77,6;12479,10742;4887615
Lesotho;LSO;Africa;2008;43,6;2177,857422;1995016
Liberia;LBR;Africa;2008;58,8;811,15802;3783892
Libya;LBY;Africa;2008;72,3;25140,59961;6228377
Luxembourg;LUX;Europe;2008;80,5;56383,19141;488643
Madagascar;MDG;Africa;2008;62,1;1458,785278;20513594
Malawi;MWI;Africa;2008;54,6;1017,820801;13889420
Malaysia;MYS;Asia;2008;74,3;17865,64063;27664304
Mali;MLI;Africa;2008;55,3;1460,495972;14551122
Malta;MLT;Europe;2008;80,1;23674,59375;413407
Mauritania;MRT;Africa;2008;62,4;2895,665039;3233342
Mauritius;MUS;Africa;2008;73,3;15957,95996;1275691
Mexico;MEX;North America;2008;74,2;14808,08984;109684496
Mongolia;MNG;Asia;2008;66,4;6982,146484;2633896
Montenegro;MNE;Europe;2008;75,3;13550,35645;631475
Morocco;MAR;Africa;2008;70;6530,978027;31634996
Mozambique;MOZ;Africa;2008;53,2;1031,362183;21845572
Myanmar;MMR;Asia;2008;56,5;3585,765137;48729480
Namibia;NAM;Africa;2008;54,7;7618,030762;2038556
Nepal;NPL;Asia;2008;66,4;2021,154053;26881542
Netherlands;NLD;Europe;2008;80,4;44840,71094;16460775
New Zealand;NZL;Oceania;2008;80,3;31444,63281;4260235
Nicaragua;NIC;North America;2008;70,6;3856,552246;5687752
Niger;NER;Africa;2008;56,5;809,4503784;15455181
Nigeria;NGA;Africa;2008;50,2;4084,200195;152382512
North Macedonia;MKD;Europe;2008;74,5;10674,20801;2086228
Norway;NOR;Europe;2008;80,7;76522,0625;4768654
Oman;OMN;Asia;2008;74,6;40909,9375;2651032
Pakistan;PAK;Asia;2008;64;4224,404785;185931952
Palestine;PSE;Asia;2008;72,4;4287,208984;3808824
Panama;PAN;North America;2008;76,2;14466,96777;3495284
Paraguay;PRY;South America;2008;71,4;6713,030273;5645155
Peru;PER;South America;2008;73,4;8812,618164;28806184
Philippines;PHL;Asia;2008;70,6;5328,682617;91252328
Poland;POL;Europe;2008;75,6;19011,54688;38522884
Portugal;PRT;Europe;2008;79,6;25590,88086;10580963
Puerto Rico;PRI;North America;2008;77,8;32604,08984;3757617
Romania;ROU;Europe;2008;73,6;16347,34375;20597516
Russia;RUS;Europe;2008;68,5;21563,46094;143086544
Rwanda;RWA;Africa;2008;61,1;1364,744995;9781999
Saint Lucia;LCA;North America;2008;72,7;9931,68457;168584
Sao Tome and Principe;STP;Africa;2008;65,1;2925,885742;174019
Saudi Arabia;SAU;Asia;2008;75,3;39393,42969;27437352
Senegal;SEN;Africa;2008;63,2;2146,791504;11872933
Serbia;SRB;Europe;2008;73,9;11650,22754;7722801
Seychelles;SYC;Africa;2008;72,4;18687,39063;89660
Sierra Leone;SLE;Africa;2008;51,5;1363,487549;6090861
Singapore;SGP;Asia;2008;81,2;52180,17188;4838404
Slovenia;SVN;Europe;2008;79,1;28473,5957;2034037
South Africa;ZAF;Africa;2008;56;10977,14648;50565816
South Korea;KOR;Asia;2008;80;30117,72852;48398632
Spain;ESP;Europe;2008;81,3;32844,32422;45966544
Sri Lanka;LKA;Asia;2008;71,7;7622,408691;20285640
Sweden;SWE;Europe;2008;81,1;42189,96484;9229282
Switzerland;CHE;Europe;2008;82;56054,88281;7638288
Syria;SYR;Asia;2008;73,6;6600,378906;21474060
Taiwan;TWN;Asia;2008;78,3;34762,36719;22998324
Tanzania;TZA;Africa;2008;58,1;1848,174561;42870888
Thailand;THA;Asia;2008;75,5;12768,12891;67328240
Togo;TGO;Africa;2008;56,7;1150,35791;6222491
Trinidad and Tobago;TTO;North America;2008;71,5;31434,30469;1392808
Tunisia;TUN;Africa;2008;75,2;10294,92188;10680381
Turkey;TUR;Asia;2008;74,5;16182,73242;71320728
Uganda;UGA;Africa;2008;55,8;1679,399536;30509868
United Kingdom;GBR;Europe;2008;79,7;36264,78906;61742152
United States;USA;North America;2008;78,2;50275,74609;305694912
Uruguay;URY;South America;2008;76,6;14869,92676;3336131
Venezuela;VEN;South America;2008;72,4;18019,08984;27933836
Vietnam;VNM;Asia;2008;73,4;4200,235352;85597232
Yemen;YEM;Asia;2008;67;4549,008789;23329008
Zambia;ZMB;Africa;2008;53,9;2504,75708;12852968
Zimbabwe;ZWE;Africa;2008;46,7;1197,526123;12550353
Afghanistan;AFG;Asia;2009;60,4;1557,320557;27385310
Albania;ALB;Europe;2009;77,8;8859,47168;2930553
Algeria;DZA;Africa;2009;73,6;11907,02148;35196040
Angola;AGO;Africa;2009;55,8;7087,604004;22507674
Argentina;ARG;South America;2009;75,9;17328,97656;40684344
Australia;AUS;Oceania;2009;81,8;44686,54297;21660898
Austria;AUT;Europe;2009;80,2;39463,65625;8342939
Bahrain;BHR;Asia;2009;78,5;31729,56641;1179460
Bangladesh;BGD;Asia;2009;67,4;2448,886963;146706816
Barbados;BRB;North America;2009;75,7;12094,32422;273801
Belgium;BEL;Europe;2009;79,8;36998,64844;10801357
Benin;BEN;Africa;2009;58;1888,775757;9172514
Bolivia;BOL;South America;2009;65,9;5011,338379;10051322
Bosnia and Herzegovina;BIH;Europe;2009;77;9018,505859;3877755
Botswana;BWA;Africa;2009;58,3;11494,75684;2048997
Brazil;BRA;South America;2009;72,9;13180,89063;194517552
Bulgaria;BGR;Europe;2009;73,7;14363,25879;7634737
Burkina Faso;BFA;Africa;2009;56;1287,367798;15650018
Burundi;BDI;Africa;2009;56,4;709,0325928;8709371
Cambodia;KHM;Asia;2009;67,4;2433,306152;14155742
Cameroon;CMR;Africa;2009;56,1;2370,130615;19319276
Canada;CAN;North America;2009;81,1;40312,62109;33593920
Cape Verde;CPV;Africa;2009;73,1;5926,506348;515643
Central African Republic;CAF;Africa;2009;48,6;898,7005005;4564544
Chad;TCD;Africa;2009;49,2;1533,179443;11496138
Chile;CHL;South America;2009;78,7;18184,48047;16833450
China;CHN;Asia;2009;75,3;8734,041016;1339125632
Colombia;COL;South America;2009;74,7;10894,10254;44313916
Comoros;COM;Africa;2009;60,8;1455,282349;642498
Congo;COG;Africa;2009;61,1;5379,004395;4257234
Costa Rica;CRI;North America;2009;78,7;11638,00195;4563131
Cote d'Ivoire;CIV;Africa;2009;54,4;2508,822021;20677762
Croatia;HRV;Europe;2009;76,4;19501,58789;4382142
Cuba;CUB;North America;2009;77,5;6248,304199;11283184
Cyprus;CYP;Europe;2009;79,4;27735,0332;1110979
Democratic Republic of Congo;COD;Africa;2009;55,8;595,0161133;64270236
Denmark;DNK;Europe;2009;79;42090,17188;5526455
Djibouti;DJI;Africa;2009;59,7;2521,504639;901106
Dominica;DMA;North America;2009;72,2;8511,858398;68805
Dominican Republic;DOM;North America;2009;71,9;10365,6748;9648061
Ecuador;ECU;South America;2009;75,2;9081,370117;14742768
Egypt;EGY;Africa;2009;69,5;10159,00195;85501064
El Salvador;SLV;North America;2009;71,6;7166,15918;6091181
Equatorial Guinea;GNQ;Africa;2009;57,4;47161,28516;1043698
Eswatini;SWZ;Africa;2009;44,6;7011,095215;1094890
Ethiopia;ETH;Africa;2009;58,8;1043,53186;86755584
Finland;FIN;Europe;2009;79,8;36662,61328;5338813
France;FRA;Europe;2009;81,2;35534,92578;62093300
Gabon;GAB;Africa;2009;63,3;13617,89648;1653549
Gambia;GMB;Africa;2009;60,4;1692,642334;1878124
Germany;DEU;Europe;2009;79,9;38962,9375;81260624
Ghana;GHA;Africa;2009;60,9;2793,87085;24950768
Greece;GRC;Europe;2009;80,3;27839,89844;11055503
Guatemala;GTM;North America;2009;70,6;6488,645996;14259415
Guinea;GIN;Africa;2009;56,3;1255,241943;10021319
Guinea-Bissau;GNB;Africa;2009;55,5;1292,029297;1527207
Haiti;HTI;North America;2009;61,7;1604,112671;9730646
Honduras;HND;North America;2009;70,9;4200,160645;8277309
Hong Kong;HKG;Asia;2009;82,6;41076,23438;7094600
Hungary;HUN;Europe;2009;74,2;19461,07031;10008581
Iceland;ISL;Europe;2009;81,6;37701,85156;318809
India;IND;Asia;2009;66,5;4270,708008;1223640192
Indonesia;IDN;Asia;2009;68,5;7935,844238;240981296
Iran;IRN;Asia;2009;72,7;16575,07031;74322688
Iraq;IRQ;Asia;2009;66,4;9268,708984;30289044
Ireland;IRL;Europe;2009;80;47375,73438;4499797
Israel;ISR;Asia;2009;81,6;27644,69727;7199704
Italy;ITA;Europe;2009;81,8;34055,22656;59562844
Jamaica;JAM;North America;2009;72,1;7115,373047;2722405
Japan;JPN;Asia;2009;83;33590,01172;128117040
Jordan;JOR;Asia;2009;73,8;11651,25;6780508
Kenya;KEN;Africa;2009;60,4;2404,629639;40364448
Kuwait;KWT;Asia;2009;77,4;70072,72656;2795553
Laos;LAO;Asia;2009;63,3;3843,82959;6229933
Lebanon;LBN;Asia;2009;77,9;14039,34668;4951138
Lesotho;LSO;Africa;2009;44;2199,39502;2009178
Liberia;LBR;Africa;2009;59,2;838,4520264;3905066
Libya;LBY;Africa;2009;72,4;26403,78711;6360194
Luxembourg;LUX;Europe;2009;80,6;52731,39063;497876
Madagascar;MDG;Africa;2009;62,7;1367,686279;21117092
Malawi;MWI;Africa;2009;55,4;1061,949463;14298937
Malaysia;MYS;Asia;2009;74,2;17430,44531;28217208
Mali;MLI;Africa;2009;55,9;1477,418457;15032645
Malta;MLT;Europe;2009;80,7;22927,6543;415509
Mauritania;MRT;Africa;2009;62,8;2855,574707;3322625
Mauritius;MUS;Africa;2009;73,6;16029,26367;1279868
Mexico;MEX;North America;2009;74,1;14026,98926;111049424
Mongolia;MNG;Asia;2009;66,8;7126,808594;2666718
Montenegro;MNE;Europe;2009;75,3;13459,49902;631187
Morocco;MAR;Africa;2009;70,5;6741,460449;32042880
Mozambique;MOZ;Africa;2009;53,8;991,7451782;22436660
Myanmar;MMR;Asia;2009;63,2;3673,436768;49015836
Namibia;NAM;Africa;2009;55,5;7548,128906;2067928
Nepal;NPL;Asia;2009;66,8;2085,243652;27026952
Netherlands;NLD;Europe;2009;80,7;43178,50781;16536200
New Zealand;NZL;Oceania;2009;80,6;31233,07617;4302884
Nicaragua;NIC;North America;2009;71,4;3771,947021;5770649
Niger;NER;Africa;2009;57,4;775,253418;16037917
Nigeria;NGA;Africa;2009;50,7;4416,347168;156595744
North Macedonia;MKD;Europe;2009;74,7;10657,87793;2089793
Norway;NOR;Europe;2009;80,9;76625,63281;4829195
Oman;OMN;Asia;2009;74,7;44244,64844;2697543
Pakistan;PAK;Asia;2009;64,1;4288,461914;190123232
Palestine;PSE;Asia;2009;72,6;4426,316895;3899401
Panama;PAN;North America;2009;76,3;14515,76563;3559339
Paraguay;PRY;South America;2009;71,6;6376,941406;5702579
Peru;PER;South America;2009;73,5;8836,016602;29009326
Philippines;PHL;Asia;2009;70,6;5338,306152;92946952
Poland;POL;Europe;2009;75,8;19718,46484;38555288
Portugal;PRT;Europe;2009;79,8;24902,45703;10591341
Puerto Rico;PRI;North America;2009;77,9;32648,10352;3738934
Romania;ROU;Europe;2009;74;15866,12695;20466318
Russia;RUS;Europe;2009;69,2;20335,55859;143163648
Rwanda;RWA;Africa;2009;62;1384,258911;10043736
Saint Lucia;LCA;North America;2009;72,7;10061,63379;169694
Sao Tome and Principe;STP;Africa;2009;65,1;2949,886719;178145
Saudi Arabia;SAU;Asia;2009;75,4;39671,55469;28483800
Senegal;SEN;Africa;2009;63,9;2129,336426;12195028
Serbia;SRB;Europe;2009;74;11576,58887;7688037
Seychelles;SYC;Africa;2009;72,7;18743,99609;91046
Sierra Leone;SLE;Africa;2009;52,6;1378,35791;6259845
Singapore;SGP;Asia;2009;81,5;51344,47656;5010707
Slovenia;SVN;Europe;2009;79,3;25905,51367;2045578
South Africa;ZAF;Africa;2009;57,4;10873,0459;51170780
South Korea;KOR;Asia;2009;80,6;29967,5625;48588024
Spain;ESP;Europe;2009;81,6;31669,69141;46367772
Sri Lanka;LKA;Asia;2009;69,2;7796,647461;20482484
Sweden;SWE;Europe;2009;81,4;40116,3125;9301413
Switzerland;CHE;Europe;2009;82;55171,5;7734402
Syria;SYR;Asia;2009;73,9;6586,518066;21827222
Taiwan;TWN;Asia;2009;78,8;33974,45313;23044086
Tanzania;TZA;Africa;2009;58,9;1946,848145;43957940
Thailand;THA;Asia;2009;75,8;12543,39844;67813656
Togo;TGO;Africa;2009;57;1165,888794;6398626
Trinidad and Tobago;TTO;North America;2009;73,1;29657,46289;1401197
Tunisia;TUN;Africa;2009;75,3;10533,21777;10784499
Turkey;TUR;Asia;2009;74,8;15188,41992;72225648
Uganda;UGA;Africa;2009;56,5;1757,38623;31412526
United Kingdom;GBR;Europe;2009;80,2;34402,35938;62243384
United States;USA;North America;2009;78,6;48452,93359;308512032
Uruguay;URY;South America;2009;76,7;15143,99609;3344161
Venezuela;VEN;South America;2009;72,6;17242,94531;28327896
Vietnam;VNM;Asia;2009;73,5;4360,061523;86482920
Yemen;YEM;Asia;2009;67,2;4593,54248;24029594
Zambia;ZMB;Africa;2009;55,3;2743,322021;13318094
Zimbabwe;ZWE;Africa;2009;48,1;1285,046631;12679812
Afghanistan;AFG;Asia;2010;60,9;1627,671631;28189672
Albania;ALB;Europe;2010;77,9;9222,972656;2913402
Algeria;DZA;Africa;2010;73,8;12587,74414;35856348
Angola;AGO;Africa;2010;56,7;7520,666016;23364196
Argentina;ARG;South America;2010;75,7;18979,99219;41100124
Australia;AUS;Oceania;2010;82,1;45400,22266;22019166
Austria;AUT;Europe;2010;80,5;40288,34766;8362829
Bahrain;BHR;Asia;2010;78,7;34057,71484;1213655
Bangladesh;BGD;Asia;2010;68,6;2599,208496;148391136
Barbados;BRB;North America;2010;75,7;11954,32227;274717
Belgium;BEL;Europe;2010;80;37739,32813;10877948
Benin;BEN;Africa;2010;58,4;1854,665649;9445716
Bolivia;BOL;South America;2010;66,2;5141,758789;10223277
Bosnia and Herzegovina;BIH;Europe;2010;77,1;8982,458008;3811093
Botswana;BWA;Africa;2010;60;12544,72754;2091666
Brazil;BRA;South America;2010;73,2;14215,6123;196353504
Bulgaria;BGR;Europe;2010;73,8;14686,46094;7592271
Burkina Faso;BFA;Africa;2010;56,5;1326,19751;16116851
Burundi;BDI;Africa;2010;57,1;717,6115112;9126612
Cambodia;KHM;Asia;2010;67,7;2426,687012;14363534
Cameroon;CMR;Africa;2010;56,6;2420,132813;19878044
Canada;CAN;North America;2010;81,3;41209,42578;33963416
Cape Verde;CPV;Africa;2010;73,5;6033,720215;521219
Central African Republic;CAF;Africa;2010;49,3;910,3104248;4660066
Chad;TCD;Africa;2010;49,6;1720,334351;11894734
Chile;CHL;South America;2010;78,5;18909,84766;17004166
China;CHN;Asia;2010;75,6;9658,418945;1348191360
Colombia;COL;South America;2010;75;11191,68652;44816104
Comoros;COM;Africa;2010;61,1;1432,562378;656032
Congo;COG;Africa;2010;61,7;5738,163086;4437883
Costa Rica;CRI;North America;2010;78,7;12031,57129;4622250
Cote d'Ivoire;CIV;Africa;2010;55;2555,016357;21120040
Croatia;HRV;Europe;2010;76,8;19511,34961;4368680
Cuba;CUB;North America;2010;77,7;6578,19043;11290420
Cyprus;CYP;Europe;2010;79,7;27630,10352;1129693
Democratic Republic of Congo;COD;Africa;2010;56,4;637,1298218;66391260
Denmark;DNK;Europe;2010;79,2;42932,39844;5550850
Djibouti;DJI;Africa;2010;60,3;2543,873291;919206
Dominica;DMA;North America;2010;71,5;8768,477539;68775
Dominican Republic;DOM;North America;2010;72,1;11276,46094;9775756
Ecuador;ECU;South America;2010;75,4;9327,212891;14989581
Egypt;EGY;Africa;2010;69,7;10719,29102;87252416
El Salvador;SLV;North America;2010;71,8;7351,114746;6114039
Equatorial Guinea;GNQ;Africa;2010;57,9;42037,89844;1094538
Eswatini;SWZ;Africa;2010;46,6;7192,751953;1099926
Ethiopia;ETH;Africa;2010;59,7;1106,383057;89237800
Finland;FIN;Europe;2010;80;37615,11328;5363279
France;FRA;Europe;2010;81,4;36086,72656;62444568
Gabon;GAB;Africa;2010;63,9;14926,69922;1711117
Gambia;GMB;Africa;2010;60,7;1772,726929;1937284
Germany;DEU;Europe;2010;80,1;41109,58203;81325088
Ghana;GHA;Africa;2010;61,2;2946,039307;25574722
Greece;GRC;Europe;2010;80,5;26517,46484;11033784
Guatemala;GTM;North America;2010;70,9;6526,45752;14543126
Guinea;GIN;Africa;2010;56,7;1291,696167;10270728
Guinea-Bissau;GNB;Africa;2010;56,2;1329,372437;1567226
Haiti;HTI;North America;2010;46;1556,550415;9842883
Honduras;HND;North America;2010;71,1;4305,89209;8450936
Hong Kong;HKG;Asia;2010;83;43170,55078;7132437
Hungary;HUN;Europe;2010;74,5;20036,33398;9986832
Iceland;ISL;Europe;2010;81,7;36272,6875;318346
India;IND;Asia;2010;66,9;4525,745605;1240613632
Indonesia;IDN;Asia;2010;68,7;8386,433594;244016176
Iran;IRN;Asia;2010;73,1;17751,33008;75373864
Iraq;IRQ;Asia;2010;67,1;10274,33008;31264880
Ireland;IRL;Europe;2010;80,5;48623,80859;4524581
Israel;ISR;Asia;2010;81,7;28575,53125;7328439
Italy;ITA;Europe;2010;82,1;34765,9375;59822452
Jamaica;JAM;North America;2010;72,6;7025,930176;2733904
Japan;JPN;Asia;2010;82,9;35011,40234;128105432
Jordan;JOR;Asia;2010;74;11601,08789;6931263
Kenya;KEN;Africa;2010;60,6;2579,531006;41517896
Kuwait;KWT;Asia;2010;78;68865,3125;2943364
Laos;LAO;Asia;2010;64;4114,010254;6323425
Lebanon;LBN;Asia;2010;78,2;15622,36719;4995799
Lesotho;LSO;Africa;2010;45,6;2313,88208;2022752
Liberia;LBR;Africa;2010;59,4;854,2349854;4019958
Libya;LBY;Africa;2010;72,4;29157,14258;6491991
Luxembourg;LUX;Europe;2010;80,6;54086,33594;507075
Madagascar;MDG;Africa;2010;62,9;1349,619751;21731052
Malawi;MWI;Africa;2010;56,4;1091,587646;14718426
Malaysia;MYS;Asia;2010;74,4;18574,29883;28717728
Mali;MLI;Africa;2010;56,4;1504,995605;15529183
Malta;MLT;Europe;2010;81,8;23632,625;418758
Mauritania;MRT;Africa;2010;63,1;2982,748779;3419462
Mauritius;MUS;Africa;2010;74;16269,32031;1283347
Mexico;MEX;North America;2010;74,2;14697,29785;112532400
Mongolia;MNG;Asia;2010;67,2;7830,063965;2702527
Montenegro;MNE;Europe;2010;76,1;14509,76563;631048
Morocco;MAR;Africa;2010;70,8;6931,558105;32464866
Mozambique;MOZ;Africa;2010;54,2;956,5305176;23073732
Myanmar;MMR;Asia;2010;63,3;3772,998535;49390988
Namibia;NAM;Africa;2010;56;7905,541016;2099275
Nepal;NPL;Asia;2010;66,8;2152,274658;27161572
Netherlands;NLD;Europe;2010;80,8;43812,34766;16617121
New Zealand;NZL;Oceania;2010;81,1;31586,08984;4346345
Nicaragua;NIC;North America;2010;72;3916,96582;5855736
Niger;NER;Africa;2010;58,4;810,1572876;16647545
Nigeria;NGA;Africa;2010;50,9;4904,865723;160952864
North Macedonia;MKD;Europe;2010;75,1;11038,29004;2093828
Norway;NOR;Europe;2010;81;78476,14844;4889747
Oman;OMN;Asia;2010;76,3;46182,16016;2881915
Pakistan;PAK;Asia;2010;64,4;4354,26709;194454496
Palestine;PSE;Asia;2010;73;4548,53125;3992283
Panama;PAN;North America;2010;76,4;15169,125;3623622
Paraguay;PRY;South America;2010;71,9;7139,026855;5768618
Peru;PER;South America;2010;73,7;9507,780273;29229576
Philippines;PHL;Asia;2010;70,8;5694,046875;94636704
Poland;POL;Europe;2010;76,3;20608,69336;38597356
Portugal;PRT;Europe;2010;80;25463,16406;10588401
Puerto Rico;PRI;North America;2010;78;33195,44141;3717920
Romania;ROU;Europe;2010;74;16377,32813;20335212
Russia;RUS;Europe;2010;69,4;21737,38477;143242592
Rwanda;RWA;Africa;2010;62,5;1416,392334;10309032
Saint Lucia;LCA;North America;2010;72,7;10058,62305;170950
Sao Tome and Principe;STP;Africa;2010;65,2;3093,345215;182154
Saudi Arabia;SAU;Asia;2010;75,8;42737,65625;29411930
Senegal;SEN;Africa;2010;64,6;2151,324707;12530128
Serbia;SRB;Europe;2010;74,4;11963,55469;7653749
Seychelles;SYC;Africa;2010;73;20147,17773;92424
Sierra Leone;SLE;Africa;2010;53,7;1421,1521;6436699
Singapore;SGP;Asia;2010;81,7;58612,73047;5163585
Slovenia;SVN;Europe;2010;79,7;26000,91992;2057294
South Africa;ZAF;Africa;2010;58,9;11318,60449;51784928
South Korea;KOR;Asia;2010;80,8;31537,77344;48813036
Spain;ESP;Europe;2010;82;31786,4043;46572776
Sri Lanka;LKA;Asia;2010;73,2;8319,703125;20668556
Sweden;SWE;Europe;2010;81,5;42634,75391;9381722
Switzerland;CHE;Europe;2010;82,3;57219,5;7822444
Syria;SYR;Asia;2010;73,9;6520,612305;22337558
Taiwan;TWN;Asia;2010;79,2;37385,48828;23083086
Tanzania;TZA;Africa;2010;60,1;2068,86377;45110532
Thailand;THA;Asia;2010;76,1;13343,54688;68270488
Togo;TGO;Africa;2010;57,3;1191,144897;6571862
Trinidad and Tobago;TTO;North America;2010;72,7;30235,99414;1410297
Tunisia;TUN;Africa;2010;75,4;10721,81152;10895063
Turkey;TUR;Asia;2010;75,1;16528,11914;73195352
Uganda;UGA;Africa;2010;57,1;1831,290649;32341724
United Kingdom;GBR;Europe;2010;80,4;34754,47266;62760048
United States;USA;North America;2010;78,8;49266,91406;311182848
Uruguay;URY;South America;2010;76,9;16415,62891;3352653
Venezuela;VEN;South America;2010;72,9;17105,58008;28715026
Vietnam;VNM;Asia;2010;73,5;4571,848633;87411016
Yemen;YEM;Asia;2010;67,3;4812,345215;24743944
Zambia;ZMB;Africa;2010;56,8;3032,067871;13792095
Zimbabwe;ZWE;Africa;2010;50,7;1401,856445;12839774
Afghanistan;AFG;Asia;2011;61,4;1792;29249156
Albania;ALB;Europe;2011;78,1;9484;2900660
Algeria;DZA;Africa;2011;74,1;13204;36543548
Angola;AGO;Africa;2011;57,6;8016;24259120
Argentina;ARG;South America;2011;76,1;20003;41520736
Australia;AUS;Oceania;2011;82,1;46132;22357032
Austria;AUT;Europe;2011;80,8;41446;8391201
Bahrain;BHR;Asia;2011;78,9;36372;1212086
Bangladesh;BGD;Asia;2011;68,8;2772;150211008
Barbados;BRB;North America;2011;75,9;11870;275501
Belgium;BEL;Europe;2011;80,4;38130;10955742
Benin;BEN;Africa;2011;58,5;1836;9726385
Bolivia;BOL;South America;2011;66,5;5331;10396249
Bosnia and Herzegovina;BIH;Europe;2011;77;8961;3743143
Botswana;BWA;Africa;2011;60,5;13376;2134043
Brazil;BRA;South America;2011;73,3;14831;198185296
Bulgaria;BGR;Europe;2011;74,2;15112;7543128
Burkina Faso;BFA;Africa;2011;57,1;1344;16602652
Burundi;BDI;Africa;2011;57,8;719;9455737
Cambodia;KHM;Asia;2011;68,4;2496;14573894
Cameroon;CMR;Africa;2011;57,1;2494;20448880
Canada;CAN;North America;2011;81,5;42197;34323536
Cape Verde;CPV;Africa;2011;74,3;6295;527528
Central African Republic;CAF;Africa;2011;49,9;909;4732037
Chad;TCD;Africa;2011;50;1661;12317729
Chile;CHL;South America;2011;79,1;19705;17173568
China;CHN;Asia;2011;75,9;10221;1357095424
Colombia;COL;South America;2011;75,3;11788;45308896
Comoros;COM;Africa;2011;61,5;1479;670081
Congo;COG;Africa;2011;62;5875;4584223
Costa Rica;CRI;North America;2011;79,3;12366;4679927
Cote d'Ivoire;CIV;Africa;2011;55,5;2444;21562916
Croatia;HRV;Europe;2011;77,2;19813;4351838
Cuba;CUB;North America;2011;77,8;6928;11298713
Cyprus;CYP;Europe;2011;80;27272;1145090
Democratic Republic of Congo;COD;Africa;2011;57,1;681;68654272
Denmark;DNK;Europe;2011;79,8;43575;5576016
Djibouti;DJI;Africa;2011;60,4;2590;936819
Dominica;DMA;North America;2011;69,7;8944;68758
Dominican Republic;DOM;North America;2011;72,2;11679;9903743
Ecuador;ECU;South America;2011;75,7;9985;15237734
Egypt;EGY;Africa;2011;69,9;10737;89200056
El Salvador;SLV;North America;2011;71,9;7607;6137354
Equatorial Guinea;GNQ;Africa;2011;58,4;43841;1144590
Eswatini;SWZ;Africa;2011;48,2;7389;1105379
Ethiopia;ETH;Africa;2011;60,7;1199;91817936
Finland;FIN;Europe;2011;80,4;38432;5388173
France;FRA;Europe;2011;81,8;36691;62775272
Gabon;GAB;Africa;2011;64;16403;1772508
Gambia;GMB;Africa;2011;61,5;1669;1998215
Germany;DEU;Europe;2011;80,4;43189;81423384
Ghana;GHA;Africa;2011;61,7;3283;26205940
Greece;GRC;Europe;2011;80,5;24349;11004730
Guatemala;GTM;North America;2011;71,2;6650;14833458
Guinea;GIN;Africa;2011;57;1347;10527711
Guinea-Bissau;GNB;Africa;2011;57;1413;1609025
Haiti;HTI;North America;2011;61,6;1648;9954318
Honduras;HND;North America;2011;71,4;4421;8622510
Hong Kong;HKG;Asia;2011;83,2;44532;7175370
Hungary;HUN;Europe;2011;74,9;20886;9953247
Iceland;ISL;Europe;2011;82,2;36740;319308
India;IND;Asia;2011;67,4;4768;1257621248
Indonesia;IDN;Asia;2011;68,8;8849;247099696
Iran;IRN;Asia;2011;73,7;18024;76342968
Iraq;IRQ;Asia;2011;67,7;11484;32378066
Ireland;IRL;Europe;2011;80,6;48980;4544504
Israel;ISR;Asia;2011;81,7;29370;7459750
Italy;ITA;Europe;2011;82,2;35151;60025952
Jamaica;JAM;North America;2011;73,1;7141;2746169
Japan;JPN;Asia;2011;82,7;34979;128007256
Jordan;JOR;Asia;2011;74,2;11615;7109980
Kenya;KEN;Africa;2011;61;2712;42635148
Kuwait;KWT;Asia;2011;78,5;77126;3143827
Laos;LAO;Asia;2011;64,7;4401;6416331
Lebanon;LBN;Asia;2011;78,4;16230;5045061
Lesotho;LSO;Africa;2011;46,7;2346;2037687
Liberia;LBR;Africa;2011;59,6;820;4181148
Libya;LBY;Africa;2011;70,1;12893;6188135
Luxembourg;LUX;Europe;2011;80,8;54031;518207
Madagascar;MDG;Africa;2011;63,5;1347;22348158
Malawi;MWI;Africa;2011;57,5;1102;15146095
Malaysia;MYS;Asia;2011;74,7;19390;29184140
Mali;MLI;Africa;2011;56,8;1500;16039734
Malta;MLT;Europe;2011;81,1;23871;423577
Mauritania;MRT;Africa;2011;63,3;3104;3524250
Mauritius;MUS;Africa;2011;74,2;16483;1286239
Mexico;MEX;North America;2011;74,4;15210;114150480
Mongolia;MNG;Asia;2011;67,4;9484;2743946
Montenegro;MNE;Europe;2011;76,1;15747;631801
Morocco;MAR;Africa;2011;71,3;7226;32903708
Mozambique;MOZ;Africa;2011;54,9;925;23760424
Myanmar;MMR;Asia;2011;63,9;3884;49794528
Namibia;NAM;Africa;2011;56,6;8203;2132343
Nepal;NPL;Asia;2011;67,3;2189;27266398
