pais;codigo;continente;ano;expectativa_vida;pib_per_capita;populacao
Netherlands;NLD;Europe;2011;81,1;44591;16701470
New Zealand;NZL;Oceania;2011;80,9;32057;4381274
Nicaragua;NIC;North America;2011;72,4;4189;5942554
Niger;NER;Africa;2011;59;799;17283118
Nigeria;NGA;Africa;2011;51,4;5136;165463744
North Macedonia;MKD;Europe;2011;75,2;11321;2097110
Norway;NOR;Europe;2011;81,2;80623;4953565
Oman;OMN;Asia;2011;76,6;44454;3206883
Pakistan;PAK;Asia;2011;64,6;4464;198602736
Palestine;PSE;Asia;2011;73,2;4863;4087747
Panama;PAN;North America;2011;76,6;16762;3688679
Paraguay;PRY;South America;2011;72,1;7377;5843938
Peru;PER;South America;2011;74,1;10044;29477722
Philippines;PHL;Asia;2011;70,8;5851;96337912
Poland;POL;Europe;2011;76,7;21837;38620848
Portugal;PRT;Europe;2011;80,5;25133;10564820
Puerto Rico;PRI;North America;2011;78,3;33981;3691615
Romania;ROU;Europe;2011;74,4;17174;20220286
Russia;RUS;Europe;2011;70,4;23130;143364544
Rwanda;RWA;Africa;2011;63,3;1449;10576932
Saint Lucia;LCA;North America;2011;72,9;10255;172157
Sao Tome and Principe;STP;Africa;2011;64,9;3179;186058
Saudi Arabia;SAU;Asia;2011;76,2;48470;30150952
Senegal;SEN;Africa;2011;65,3;2123;12875878
Serbia;SRB;Europe;2011;74,8;12463;7620925
Seychelles;SYC;Africa;2011;73,8;21545;93842
Sierra Leone;SLE;Africa;2011;54,6;1479;6612390
Singapore;SGP;Asia;2011;82;61672;5281351
Slovenia;SVN;Europe;2011;80;26004;2065457
South Africa;ZAF;Africa;2011;60,7;11838;52443320
South Korea;KOR;Asia;2011;81,2;32225;49169880
Spain;ESP;Europe;2011;82,2;31600;46729232
Sri Lanka;LKA;Asia;2011;73,4;8918;20859746
Sweden;SWE;Europe;2011;81,8;42079;9467384
Switzerland;CHE;Europe;2011;82,6;58686;7910988
Syria;SYR;Asia;2011;73,3;5979;22730734
Taiwan;TWN;Asia;2011;79;38565;23143076
Tanzania;TZA;Africa;2011;61;2227;46416032
Thailand;THA;Asia;2011;76,4;13318;68712848
Togo;TGO;Africa;2011;57,9;1227;6748675
Trinidad and Tobago;TTO;North America;2011;73,3;29745;1420021
Tunisia;TUN;Africa;2011;75,5;10437;11032529
Turkey;TUR;Asia;2011;74,9;17919;74173856
Uganda;UGA;Africa;2011;58;1890;33295738
United Kingdom;GBR;Europe;2011;80,8;34971;63286360
United States;USA;North America;2011;78,8;49675;313876608
Uruguay;URY;South America;2011;77;17211;3361631
Venezuela;VEN;South America;2011;72,9;17746;29096158
Vietnam;VNM;Asia;2011;73,7;4786;88349104
Yemen;YEM;Asia;2011;67,4;4088;25475608
Zambia;ZMB;Africa;2011;57,8;3205;14265824
Zimbabwe;ZWE;Africa;2011;53,3;1515;13025789
Afghanistan;AFG;Asia;2012;61,9;1945;30466484
Albania;ALB;Europe;2012;78,1;9592;2892191
Algeria;DZA;Africa;2012;74,2;13379;37260568
Angola;AGO;Africa;2012;58,6;8190;25188298
Argentina;ARG;South America;2012;76,5;19599;41952364
Australia;AUS;Oceania;2012;82,3;46999;22729272
Austria;AUT;Europe;2012;80,8;41565;8429641
Bahrain;BHR;Asia;2012;79,1;36949;1224948
Bangladesh;BGD;Asia;2012;69,6;2914;152090656
Barbados;BRB;North America;2012;76,1;11860;276207
Belgium;BEL;Europe;2012;80,3;37906;11031140
Benin;BEN;Africa;2012;58,7;1867;10014087
Bolivia;BOL;South America;2012;66,7;5511;10569697
Bosnia and Herzegovina;BIH;Europe;2012;77,2;8873;3674376
Botswana;BWA;Africa;2012;60,8;13743;2175429
Brazil;BRA;South America;2012;73,6;14985;199977712
Bulgaria;BGR;Europe;2012;74,4;15204;7488347
Burkina Faso;BFA;Africa;2012;57,6;1388;17113736
Burundi;BDI;Africa;2012;58,5;727;9795479
Cambodia;KHM;Asia;2012;68,9;2634;14786650
Cameroon;CMR;Africa;2012;57,8;2541;21032684
Canada;CAN;North America;2012;81,7;42445;34691876
Cape Verde;CPV;Africa;2012;74,5;6273;533877
Central African Republic;CAF;Africa;2012;50,7;916;4773306
Chad;TCD;Africa;2012;50,5;1793;12754912
Chile;CHL;South America;2012;79;20531;17341770
China;CHN;Asia;2012;76,2;10680;1366560768
Colombia;COL;South America;2012;75,6;12123;45782420
Comoros;COM;Africa;2012;61,8;1509;684564
Congo;COG;Africa;2012;62,3;5949;4713260
Costa Rica;CRI;North America;2012;79,3;12792;4736593
Cote d'Ivoire;CIV;Africa;2012;56,2;2636;22010708
Croatia;HRV;Europe;2012;77,3;19441;4331592
Cuba;CUB;North America;2012;77,8;7138;11309292
Cyprus;CYP;Europe;2012;80,1;26011;1156556
Democratic Republic of Congo;COD;Africa;2012;57,2;710;70997872
Denmark;DNK;Europe;2012;80,1;43510;5600955
Djibouti;DJI;Africa;2012;60,8;2654;954311
Dominica;DMA;North America;2012;70,5;8823;68908
Dominican Republic;DOM;North America;2012;72,5;11848;10030885
Ecuador;ECU;South America;2012;76,1;10398;15483884
Egypt;EGY;Africa;2012;70,1;10767;91240384
El Salvador;SLV;North America;2012;71,8;7726;6161293
Equatorial Guinea;GNQ;Africa;2012;58,9;46255;1193641
Eswatini;SWZ;Africa;2012;49,8;7552;1111453
Ethiopia;ETH;Africa;2012;61,5;1287;94451280
Finland;FIN;Europe;2012;80,5;37704;5413865
France;FRA;Europe;2012;81,8;36571;63071412
Gabon;GAB;Africa;2012;64,6;16932;1836711
Gambia;GMB;Africa;2012;62,1;1725;2061020
Germany;DEU;Europe;2012;80,5;43320;81545568
Ghana;GHA;Africa;2012;62,1;3508;26858760
Greece;GRC;Europe;2012;80,3;22693;10963633
Guatemala;GTM;North America;2012;71,5;6714;15128307
Guinea;GIN;Africa;2012;57,4;1397;10788696
Guinea-Bissau;GNB;Africa;2012;57,7;1361;1652720
Haiti;HTI;North America;2012;62,3;1674;10108541
Honduras;HND;North America;2012;71,7;4518;8792370
Hong Kong;HKG;Asia;2012;83,6;44904;7234062
Hungary;HUN;Europe;2012;75,2;20631;9922133
Iceland;ISL;Europe;2012;82,6;36990;320988
India;IND;Asia;2012;67,9;4932;1274487168
Indonesia;IDN;Asia;2012;69;9285;250222688
Iran;IRN;Asia;2012;74,2;16745;77324448
Iraq;IRQ;Asia;2012;68;12652;33864452
Ireland;IRL;Europe;2012;80,8;48333;4564550
Israel;ISR;Asia;2012;81,7;29517;7592099
Italy;ITA;Europe;2012;82,3;34068;60190152
Jamaica;JAM;North America;2012;73,4;7053;2759819
Japan;JPN;Asia;2012;83,2;35580;127853688
Jordan;JOR;Asia;2012;74,4;11523;7211866
Kenya;KEN;Africa;2012;61,1;2765;43725808
Kuwait;KWT;Asia;2012;78,8;78801;3394668
Laos;LAO;Asia;2012;65,4;4670;6508806
Lebanon;LBN;Asia;2012;78,6;16315;5178338
Lesotho;LSO;Africa;2012;47,8;2456;2054722
Liberia;LBR;Africa;2012;59,9;853;4331749
Libya;LBY;Africa;2012;72,2;29766;5869880
Luxembourg;LUX;Europe;2012;81;52562;530596
Madagascar;MDG;Africa;2012;63,5;1351;22966242
Malawi;MWI;Africa;2012;58,7;1085;15581250
Malaysia;MYS;Asia;2012;74,9;20134;29660216
Mali;MLI;Africa;2012;57,1;1448;16514689
Malta;MLT;Europe;2012;81,4;24301;429912
Mauritania;MRT;Africa;2012;63,6;3213;3636122
Mauritius;MUS;Africa;2012;74,4;16893;1288753
Mexico;MEX;North America;2012;74,6;15639;115755912
Mongolia;MNG;Asia;2012;68,1;10493;2792354
Montenegro;MNE;Europe;2012;76,3;15421;633053
Morocco;MAR;Africa;2012;71,7;7365;33352166
Mozambique;MOZ;Africa;2012;55,6;967;24487614
Myanmar;MMR;Asia;2012;64,1;4124;50218196
Namibia;NAM;Africa;2012;57,6;8483;2167474
Nepal;NPL;Asia;2012;67,5;2258;27330696
Netherlands;NLD;Europe;2012;81;43957;16785296
New Zealand;NZL;Oceania;2012;81,2;32674;4410285
Nicaragua;NIC;North America;2012;72,6;4376;6030605
Niger;NER;Africa;2012;59,6;864;17954410
Nigeria;NGA;Africa;2012;51,5;5223;170075936
North Macedonia;MKD;Europe;2012;75,1;11242;2099486
Norway;NOR;Europe;2012;81,4;81759;5019058
Oman;OMN;Asia;2012;77,1;44008;3535585
Pakistan;PAK;Asia;2012;64,8;4569;202205856
Palestine;PSE;Asia;2012;73,5;5054;4184161
Panama;PAN;North America;2012;76,8;18051;3754871
Paraguay;PRY;South America;2012;72,5;7193;5923327
Peru;PER;South America;2012;74,5;10533;29749592
Philippines;PHL;Asia;2012;70,9;6144;98032320
Poland;POL;Europe;2012;76,7;22188;38625872
Portugal;PRT;Europe;2012;80,5;24218;10522085
Puerto Rico;PRI;North America;2012;78,5;34395;3657989
Romania;ROU;Europe;2012;74,4;17174;20137112
Russia;RUS;Europe;2012;70,8;23931;143629360
Rwanda;RWA;Africa;2012;64;1531;10840331
Saint Lucia;LCA;North America;2012;72,9;10067;173139
Sao Tome and Principe;STP;Africa;2012;65,7;3217;189936
Saudi Arabia;SAU;Asia;2012;76,5;49867;30821554
Senegal;SEN;Africa;2012;65,5;2163;13231840
Serbia;SRB;Europe;2012;75,1;12384;7591357
Seychelles;SYC;Africa;2012;73,6;22130;95319
Sierra Leone;SLE;Africa;2012;55,5;1665;6788594
Singapore;SGP;Asia;2012;82,2;62783;5381003
Slovenia;SVN;Europe;2012;80,1;25252;2069365
South Africa;ZAF;Africa;2012;61,8;11992;53145036
South Korea;KOR;Asia;2012;81,3;32791;49634188
Spain;ESP;Europe;2012;82,2;30699;46756084
Sri Lanka;LKA;Asia;2012;73,9;9678;21017150
Sweden;SWE;Europe;2012;81,7;41650;9555984
Switzerland;CHE;Europe;2012;82,6;58674;7995738
Syria;SYR;Asia;2012;66,8;4829;22605582
Taiwan;TWN;Asia;2012;79,3;39207;23234064
Tanzania;TZA;Africa;2012;62;2275;47786136
Thailand;THA;Asia;2012;76,8;14227;69157024
Togo;TGO;Africa;2012;58,1;1263;6926634
Trinidad and Tobago;TTO;North America;2012;73,7;30157;1430379
Tunisia;TUN;Africa;2012;75,5;10739;11174384
Turkey;TUR;Asia;2012;75,7;18170;75277440
Uganda;UGA;Africa;2012;58,8;1877;34273296
United Kingdom;GBR;Europe;2012;80,9;35185;63808728
United States;USA;North America;2012;78,9;50394;316651328
Uruguay;URY;South America;2012;77,1;17876;3371134
Venezuela;VEN;South America;2012;73;18549;29470428
Vietnam;VNM;Asia;2012;73,7;4984;89301328
Yemen;YEM;Asia;2012;67,3;4077;26223390
Zambia;ZMB;Africa;2012;58,9;3350;14744662
Zimbabwe;ZWE;Africa;2012;55,6;1604;13265331
Afghanistan;AFG;Asia;2013;62,4;2025;31541216
Albania;ALB;Europe;2013;78,1;9660;2887019
Algeria;DZA;Africa;2013;74,6;13494;38000628
Angola;AGO;Africa;2013;59,3;8508;26147012
Argentina;ARG;South America;2013;76,5;19873;42388268
Australia;AUS;Oceania;2013;82,6;47250;23111788
Austria;AUT;Europe;2013;81,1;41375;8479542
Bahrain;BHR;Asia;2013;79,2;38493;1261683
Bangladesh;BGD;Asia;2013;69,6;3057;154030144
Barbados;BRB;North America;2013;76,3;11809;276873
Belgium;BEL;Europe;2013;80,5;37737;11103260
Benin;BEN;Africa;2013;59;1939;10308730
Bolivia;BOL;South America;2013;67;5789;10743352
Bosnia and Herzegovina;BIH;Europe;2013;76,3;9093;3617564
Botswana;BWA;Africa;2013;62;14853;2217285
Brazil;BRA;South America;2013;73,9;15306;201721776
Bulgaria;BGR;Europe;2013;74,8;15420;7431169
Burkina Faso;BFA;Africa;2013;57,8;1422;17636414
Burundi;BDI;Africa;2013;59,2;738;10149583
Cambodia;KHM;Asia;2013;69,3;2782;14999691
Cameroon;CMR;Africa;2013;58,5;2612;21632852
Canada;CAN;North America;2013;81,8;42994;35063696
Cape Verde;CPV;Africa;2013;75,1;6234;539949
Central African Republic;CAF;Africa;2013;50,9;567;4802437
Chad;TCD;Africa;2013;50,8;1888;13216769
Chile;CHL;South America;2013;79,3;21135;17509926
China;CHN;Asia;2013;76,5;11328;1376100352
Colombia;COL;South America;2013;75,8;12568;46237928
Comoros;COM;Africa;2013;62,2;1619;699397
Congo;COG;Africa;2013;62,7;6031;4828073
Costa Rica;CRI;North America;2013;79,4;12916;4791541
Cote d'Ivoire;CIV;Africa;2013;56,7;2823;22469272
Croatia;HRV;Europe;2013;77,8;19298;4308854
Cuba;CUB;North America;2013;77,9;7379;11321583
Cyprus;CYP;Europe;2013;80,4;24519;1166972
Democratic Republic of Congo;COD;Africa;2013;57,8;751;73460032
Denmark;DNK;Europe;2013;80,3;43733;5625393
Djibouti;DJI;Africa;2013;61,2;2724;971761
Dominica;DMA;North America;2013;68,9;9145;68839
Dominican Republic;DOM;North America;2013;72,7;12251;10157054
Ecuador;ECU;South America;2013;76,4;10760;15722988
Egypt;EGY;Africa;2013;70,1;10775;93377896
El Salvador;SLV;North America;2013;71,8;7845;6185641
Equatorial Guinea;GNQ;Africa;2013;59,2;43209;1243947
Eswatini;SWZ;Africa;2013;51,5;7805;1118329
Ethiopia;ETH;Africa;2013;62,4;1365;97084376
Finland;FIN;Europe;2013;80,9;37246;5438873
France;FRA;Europe;2013;82;36632;63335180
Gabon;GAB;Africa;2013;64,8;17532;1902230
Gambia;GMB;Africa;2013;62,1;1767;2124876
Germany;DEU;Europe;2013;80,5;43413;81680592
Ghana;GHA;Africa;2013;62,4;3683;27525586
Greece;GRC;Europe;2013;81;22118;10914501
Guatemala;GTM;North America;2013;71,7;6829;15422663
Guinea;GIN;Africa;2013;57,8;1421;11055433
Guinea-Bissau;GNB;Africa;2013;58,2;1378;1697757
Haiti;HTI;North America;2013;62,6;1722;10261205
Honduras;HND;North America;2013;72;4561;8960654
Hong Kong;HKG;Asia;2013;83,8;46040;7296820
Hungary;HUN;Europe;2013;75,7;21126;9894637
Iceland;ISL;Europe;2013;81,9;38258;324036
India;IND;Asia;2013;68,5;5172;1291132032
Indonesia;IDN;Asia;2013;69,3;9703;253275920
Iran;IRN;Asia;2013;74,4;16248;78458928
Iraq;IRQ;Asia;2013;68,3;13158;35481804
Ireland;IRL;Europe;2013;81;48743;4588830
Israel;ISR;Asia;2013;82,1;30257;7726675
Italy;ITA;Europe;2013;82,7;33094;60312600
Jamaica;JAM;North America;2013;73,4;7017;2773134
Japan;JPN;Asia;2013;83,4;36354;127678920
Jordan;JOR;Asia;2013;74,6;11488;7694818
Kenya;KEN;Africa;2013;61,4;2854;44792368
Kuwait;KWT;Asia;2013;79,2;75256;3646520
Laos;LAO;Asia;2013;65,7;4961;6600736
Lebanon;LBN;Asia;2013;78,8;15055;5678859
Lesotho;LSO;Africa;2013;49;2559;2073948
Liberia;LBR;Africa;2013;59,9;900;4427319
Libya;LBY;Africa;2013;72,3;13326;5985228
Luxembourg;LUX;Europe;2013;81,4;53411;543068
Madagascar;MDG;Africa;2013;64;1345;23588078
Malawi;MWI;Africa;2013;59,7;1104;16024775
Malaysia;MYS;Asia;2013;75;20760;30134806
Mali;MLI;Africa;2013;57,4;1443;17004038
Malta;MLT;Europe;2013;82;25162;437531
Mauritania;MRT;Africa;2013;63,9;3319;3742965
Mauritius;MUS;Africa;2013;74,7;17311;1290698
Mexico;MEX;North America;2013;74,7;15680;117290680
Mongolia;MNG;Asia;2013;68,6;11545;2845160
Montenegro;MNE;Europe;2013;76,6;16064;633951
Morocco;MAR;Africa;2013;72,1;7619;33803528
Mozambique;MOZ;Africa;2013;56,5;1011;25251738
Myanmar;MMR;Asia;2013;64,8;4424;50648336
Namibia;NAM;Africa;2013;58,7;8793;2204517
Nepal;NPL;Asia;2013;68;2316;27381558
Netherlands;NLD;Europe;2013;81,3;43744;16867352
New Zealand;NZL;Oceania;2013;81,7;32989;4450641
Nicaragua;NIC;North America;2013;72,7;4527;6119377
Niger;NER;Africa;2013;60,2;880;18653204
Nigeria;NGA;Africa;2013;51,7;5370;174726128
North Macedonia;MKD;Europe;2013;75,9;11544;2102220
Norway;NOR;Europe;2013;81,7;81583;5080667
Oman;OMN;Asia;2013;77,2;41680;3816688
Pakistan;PAK;Asia;2013;65,1;4703;205337552
Palestine;PSE;Asia;2013;74;5054;4281800
Panama;PAN;North America;2013;77;18979;3821557
Paraguay;PRY;South America;2013;72,8;8102;6005656
Peru;PER;South America;2013;75;11034;30038810
Philippines;PHL;Asia;2013;70,8;6472;99700112
Poland;POL;Europe;2013;77;22510;38607352
Portugal;PRT;Europe;2013;80,8;24076;10464537
Puerto Rico;PRI;North America;2013;78,8;34736;3615028
Romania;ROU;Europe;2013;75;17979;20066550
Russia;RUS;Europe;2013;71,3;24224;143956864
Rwanda;RWA;Africa;2013;64,4;1554;11101352
Saint Lucia;LCA;North America;2013;72,7;10037;173992
Sao Tome and Principe;STP;Africa;2013;66,3;3314;193765
Saudi Arabia;SAU;Asia;2013;76,6;50005;31482502
Senegal;SEN;Africa;2013;66,1;2185;13595571
Serbia;SRB;Europe;2013;75,6;12764;7566674
Seychelles;SYC;Africa;2013;73,8;23036;96730
Sierra Leone;SLE;Africa;2013;56,3;1965;6964867
Singapore;SGP;Asia;2013;82,5;64633;5478063
Slovenia;SVN;Europe;2013;80,3;24944;2072374
South Africa;ZAF;Africa;2013;62,5;12171;53873608
South Korea;KOR;Asia;2013;81,9;33588;50098228
Spain;ESP;Europe;2013;82,7;30280;46603460
Sri Lanka;LKA;Asia;2013;74,2;9928;21131762
Sweden;SWE;Europe;2013;81,9;41811;9648935
Switzerland;CHE;Europe;2013;82,7;59036;8088370
Syria;SYR;Asia;2013;63,8;4124;21495830
Taiwan;TWN;Asia;2013;79,7;39971;23330332
Tanzania;TZA;Africa;2013;63;2372;49253648
Thailand;THA;Asia;2013;77,1;14562;69578600
Togo;TGO;Africa;2013;58,7;1292;7106238
Trinidad and Tobago;TTO;North America;2013;74;30987;1440731
Tunisia;TUN;Africa;2013;75,7;10898;11300284
Turkey;TUR;Asia;2013;76,3;18788;76576120
Uganda;UGA;Africa;2013;59,8;1889;35273568
United Kingdom;GBR;Europe;2013;80,9;35618;64302296
United States;USA;North America;2013;79;50863;319375168
Uruguay;URY;South America;2013;77,2;18589;3381187
Venezuela;VEN;South America;2013;73,2;21429;29838022
Vietnam;VNM;Asia;2013;73,8;5200;90267736
Yemen;YEM;Asia;2013;67,5;4165;26984008
Zambia;ZMB;Africa;2013;59,9;3419;15234976
Zimbabwe;ZWE;Africa;2013;57,5;1604;13555420
Afghanistan;AFG;Asia;2014;62,5;2022;32716214
Albania;ALB;Europe;2014;78,4;9808;2884100
Algeria;DZA;Africa;2014;75,1;13744;38760168
Angola;AGO;Africa;2014;60;8673;27128340
Argentina;ARG;South America;2014;76,8;19183;42824064
Australia;AUS;Oceania;2014;82,6;47867;23469578
Austria;AUT;Europe;2014;81,4;41338;8546066
Bahrain;BHR;Asia;2014;79,3;39799;1311142
Bangladesh;BGD;Asia;2014;70;3217;155961312
Barbados;BRB;North America;2014;76,5;11780;277501
Belgium;BEL;Europe;2014;81,1;38228;11176727
Benin;BEN;Africa;2014;59,1;2008;10614845
Bolivia;BOL;South America;2014;67,2;6007;10916991
Bosnia and Herzegovina;BIH;Europe;2014;75,7;9201;3571070
Botswana;BWA;Africa;2014;62,6;15082;2260383
Brazil;BRA;South America;2014;74,3;15258;203459648
Bulgaria;BGR;Europe;2014;74,5;15711;7372142
Burkina Faso;BFA;Africa;2014;58,4;1437;18169844
Burundi;BDI;Africa;2014;59,9;748;10494920
Cambodia;KHM;Asia;2014;69,7;2930;15210817
Cameroon;CMR;Africa;2014;58,9;2696;22299590
Canada;CAN;North America;2014;81,9;43607;35404616
Cape Verde;CPV;Africa;2014;75,2;6262;546083
Central African Republic;CAF;Africa;2014;50,6;561;4798739
Chad;TCD;Africa;2014;51,2;2279;13697128
Chile;CHL;South America;2014;79,5;21335;17687108
China;CHN;Asia;2014;76,7;11944;1385189632
Colombia;COL;South America;2014;76;12972;46677944
Comoros;COM;Africa;2014;62,5;1647;714617
Congo;COG;Africa;2014;63;6321;4944865
Costa Rica;CRI;North America;2014;78,8;13222;4844293
Cote d'Ivoire;CIV;Africa;2014;57,2;3011;22995554
Croatia;HRV;Europe;2014;78;19284;4283968
Cuba;CUB;North America;2014;77,9;7628;11332030
Cyprus;CYP;Europe;2014;80,8;24411;1176997
Democratic Republic of Congo;COD;Africa;2014;58,3;802;76035592
Denmark;DNK;Europe;2014;80,6;44241;5650654
Djibouti;DJI;Africa;2014;61,6;2823;989091
Dominica;DMA;North America;2014;69,4;9507;69388
Dominican Republic;DOM;North America;2014;72,9;13017;10282116
Ecuador;ECU;South America;2014;76,6;11036;15957995
Egypt;EGY;Africa;2014;70,4;11016;95592328
El Salvador;SLV;North America;2014;71,7;7935;6209528
Equatorial Guinea;GNQ;Africa;2014;59,6;41907;1295193
Eswatini;SWZ;Africa;2014;53;7927;1125872
Ethiopia;ETH;Africa;2014;62,9;1459;99746768
Finland;FIN;Europe;2014;81;36858;5461436
France;FRA;Europe;2014;82,5;36527;63588496
Gabon;GAB;Africa;2014;65;18053;1966858
Gambia;GMB;Africa;2014;62,3;1743;2189023
Germany;DEU;Europe;2014;80,9;43922;81858824
Ghana;GHA;Africa;2014;63;3747;28196356
Greece;GRC;Europe;2014;81;22344;10862972
Guatemala;GTM;North America;2014;72;6981;15713744
Guinea;GIN;Africa;2014;57,9;1399;11333362
Guinea-Bissau;GNB;Africa;2014;58,6;1355;1743318
Haiti;HTI;North America;2014;63;1749;10412741
Honduras;HND;North America;2014;72,3;4620;9127851
Hong Kong;HKG;Asia;2014;84,1;47038;7352180
Hungary;HUN;Europe;2014;75,8;22040;9867906
Iceland;ISL;Europe;2014;82,6;38563;327650
India;IND;Asia;2014;69,1;5458;1307246464
Indonesia;IDN;Asia;2014;69,5;10090;256229760
Iran;IRN;Asia;2014;74,8;16493;79961672
Iraq;IRQ;Asia;2014;68,9;12817;36746484
Ireland;IRL;Europe;2014;81,3;52651;4622165
Israel;ISR;Asia;2014;82,2;30686;7863849
Italy;ITA;Europe;2014;82,9;32829;60322792
Jamaica;JAM;North America;2014;73;7005;2784542
Japan;JPN;Asia;2014;83,7;36537;127476728
Jordan;JOR;Asia;2014;74,8;11523;8658030
Kenya;KEN;Africa;2014;61,8;2942;45831860
Kuwait;KWT;Asia;2014;79,4;72508;3761590
Laos;LAO;Asia;2014;66,4;5251;6691467
Lebanon;LBN;Asia;2014;79;13416;6274345
Lesotho;LSO;Africa;2014;50;2644;2095251
Liberia;LBR;Africa;2014;59,1;884;4519410
Libya;LBY;Africa;2014;71,5;9736;6097767
Luxembourg;LUX;Europe;2014;81,7;55102;556075
Madagascar;MDG;Africa;2014;64,3;1354;24215980
Malawi;MWI;Africa;2014;60,9;1129;16477972
Malaysia;MYS;Asia;2014;75,1;21683;30606454
Mali;MLI;Africa;2014;57,9;1505;17551824
Malta;MLT;Europe;2014;82,7;26998;446449
Mauritania;MRT;Africa;2014;64,2;3459;3843181
Mauritius;MUS;Africa;2014;74,9;17818;1292112
Mexico;MEX;North America;2014;74,8;15856;118755888
Mongolia;MNG;Asia;2014;69;12283;2902826
Montenegro;MNE;Europe;2014;76,7;16437;634301
Morocco;MAR;Africa;2014;72,5;7733;34248608
Mozambique;MOZ;Africa;2014;57,3;1060;26038704
Myanmar;MMR;Asia;2014;65,1;4728;51072436
Namibia;NAM;Africa;2014;59,8;9170;2243008
Nepal;NPL;Asia;2014;68,1;2421;27462110
Netherlands;NLD;Europe;2014;81,6;44205;16954080
New Zealand;NZL;Oceania;2014;81,8;33339;4514198
Nicaragua;NIC;North America;2014;72,8;4685;6208680
Niger;NER;Africa;2014;60,8;911;19372012
Nigeria;NGA;Africa;2014;51,8;5569;179379024
North Macedonia;MKD;Europe;2014;75,9;11937;2105293
Norway;NOR;Europe;2014;82,1;82216;5137926
Oman;OMN;Asia;2014;77,4;39418;4009272
Pakistan;PAK;Asia;2014;65,3;4850;208251632
Palestine;PSE;Asia;2014;72,6;4939;4380473
Panama;PAN;North America;2014;77,2;19855;3888795
Paraguay;PRY;South America;2014;72,9;8382;6090727
Peru;PER;South America;2014;75,3;11186;30353956
Philippines;PHL;Asia;2014;71,2;6763;101325208
Poland;POL;Europe;2014;77,6;23266;38581880
Portugal;PRT;Europe;2014;81,2;24423;10408379
Puerto Rico;PRI;North America;2014;78,9;34787;3560008
Romania;ROU;Europe;2014;74,9;18515;19995836
Russia;RUS;Europe;2014;71,6;24387;144285072
Rwanda;RWA;Africa;2014;64,9;1615;11368450
